0|1|0|-1|1
1|1|0|-1|1
2|1|0|-1|1
3|1|0|-1|1
4|1|0|-1|1
5|2|0|1|-1
6|1|0|-1|1
7|1|0|-1|1
8|2|0|1|-1
9|1|0|-1|1
10|1|0|-1|1
11|2|0|1|-1
12|1|0|-1|1
13|1|0|-1|1
14|2|0|1|-1
15|3|0|-1|1
16|3|0|-1|1
17|2|0|1|-1
18|3|0|-1|1
19|3|0|-1|1
20|3|0|-1|1
21|3|0|-1|1
22|4|0|1|-1
23|3|0|-1|1
24|3|0|-1|1
25|4|0|1|-1
26|3|0|-1|1
27|3|0|-1|1
28|4|0|1|-1
29|3|0|-1|1
30|3|0|-1|1
31|4|0|1|-1
32|3|0|-1|1
33|3|0|-1|1
34|4|0|1|-1
35|3|0|-1|1
36|3|0|-1|1
37|5|0|-1|1
38|3|0|-1|1
39|6|0|1|-1
40|5|0|-1|1
41|5|0|-1|1
42|6|0|1|-1
43|5|0|-1|1
44|5|0|-1|1
45|6|0|1|-1
46|5|0|-1|1
47|5|0|-1|1
48|6|0|1|-1
49|5|0|-1|1
50|5|0|-1|1
51|6|0|1|-1
52|5|0|-1|1
53|5|0|-1|1
54|7|0|-1|1
55|5|0|-1|1
56|8|0|1|-1
57|7|0|-1|1
58|5|0|-1|1
59|8|0|1|-1
60|7|0|-1|1
61|5|0|-1|1
62|8|0|1|-1
63|7|0|-1|1
64|5|0|-1|1
65|8|0|1|-1
66|7|0|-1|1
67|7|0|-1|1
68|8|0|1|-1
69|7|0|-1|1
70|7|0|-1|1
71|9|0|-1|1
72|7|0|-1|1
73|10|0|1|-1
74|9|0|-1|1
75|7|0|-1|1
76|10|0|1|-1
77|9|0|-1|1
78|7|0|-1|1
79|10|0|1|-1
80|9|0|-1|1
81|7|0|-1|1
82|10|0|1|-1
83|9|0|-1|1
84|7|0|-1|1
85|10|0|1|-1
86|9|0|-1|1
87|7|0|-1|1
88|11|0|-1|1
89|9|0|-1|1
90|12|0|1|-1
91|11|0|-1|1
92|9|0|-1|1
93|12|0|1|-1
94|11|0|-1|1
95|9|0|-1|1
96|12|0|1|-1
97|11|0|-1|1
98|9|0|-1|1
99|12|0|1|-1
100|11|0|-1|1
101|9|0|-1|1
102|12|0|1|-1
103|11|0|-1|1
104|9|0|-1|1
105|13|0|-1|1
106|11|0|-1|1
107|14|0|1|-1
108|13|0|-1|1
109|11|0|-1|1
110|14|0|1|-1
111|13|0|-1|1
112|11|0|-1|1
113|14|0|1|-1
114|13|0|-1|1
115|11|0|-1|1
116|14|0|1|-1
117|13|0|-1|1
118|11|0|-1|1
119|14|0|1|-1
120|13|0|-1|1
121|11|0|-1|1
122|15|0|-1|1
123|13|0|-1|1
124|16|0|1|-1
125|15|0|-1|1
126|13|0|-1|1
127|16|0|1|-1
128|15|0|-1|1
129|13|0|-1|1
130|16|0|1|-1
131|15|0|-1|1
132|13|0|-1|1
133|16|0|1|-1
134|15|0|-1|1
135|13|0|-1|1
136|16|0|1|-1
137|15|0|-1|1
138|13|0|-1|1
139|17|0|-1|1
140|15|0|-1|1
141|18|0|1|-1
142|17|0|-1|1
143|15|0|-1|1
144|18|0|1|-1
145|17|0|-1|1
146|15|0|-1|1
147|18|0|1|-1
148|17|0|-1|1
149|15|0|-1|1
150|18|0|1|-1
151|17|0|-1|1
152|15|0|-1|1
153|18|0|1|-1
154|17|0|-1|1
155|15|0|-1|1
156|19|0|-1|1
157|17|0|-1|1
158|20|0|1|-1
159|19|0|-1|1
160|17|0|-1|1
161|20|0|1|-1
162|19|0|-1|1
163|17|0|-1|1
164|20|0|1|-1
165|19|0|-1|1
166|17|0|-1|1
167|20|0|1|-1
168|19|0|-1|1
169|17|0|-1|1
170|20|0|1|-1
171|19|0|-1|1
172|17|0|-1|1
173|21|0|-1|1
174|19|0|-1|1
175|22|0|1|-1
176|21|0|-1|1
177|19|0|-1|1
178|22|0|1|-1
179|21|0|-1|1
180|19|0|-1|1
181|22|0|1|-1
182|21|0|-1|1
183|19|0|-1|1
184|22|0|1|-1
185|21|0|-1|1
186|19|0|-1|1
187|22|0|1|-1
188|21|0|-1|1
189|19|0|-1|1
190|23|0|-1|1
191|21|0|-1|1
192|24|0|1|-1
193|23|0|-1|1
194|21|0|-1|1
195|24|0|1|-1
196|23|0|-1|1
197|21|0|-1|1
198|24|0|1|-1
199|23|0|-1|1
200|21|0|-1|1
201|24|0|1|-1
202|23|0|-1|1
203|21|0|-1|1
204|24|0|1|-1
205|23|0|-1|1
206|21|0|-1|1
207|25|0|-1|1
208|23|0|-1|1
209|26|0|1|-1
210|25|0|-1|1
211|23|0|-1|1
212|26|0|1|-1
213|25|0|-1|1
214|23|0|-1|1
215|26|0|1|-1
216|25|0|-1|1
217|23|0|-1|1
218|26|0|1|-1
219|25|0|-1|1
220|23|0|-1|1
221|26|0|1|-1
222|25|0|-1|1
223|23|0|-1|1
224|27|0|-1|1
225|25|0|-1|1
226|28|0|1|-1
227|27|0|-1|1
228|25|0|-1|1
229|28|0|1|-1
230|27|0|-1|1
231|25|0|-1|1
232|28|0|1|-1
233|27|0|-1|1
234|25|0|-1|1
235|28|0|1|-1
236|27|0|-1|1
237|25|0|-1|1
238|28|0|1|-1
239|27|0|-1|1
240|25|0|-1|1
241|29|0|-1|1
242|27|0|-1|1
243|30|0|1|-1
244|29|0|-1|1
245|27|0|-1|1
246|30|0|1|-1
247|29|0|-1|1
248|27|0|-1|1
249|30|0|1|-1
250|29|0|-1|1
251|27|0|-1|1
252|30|0|1|-1
253|29|0|-1|1
254|27|0|-1|1
255|30|0|1|-1
256|29|0|-1|1
257|27|0|-1|1
258|31|0|-1|1
259|29|0|-1|1
260|32|0|1|-1
261|31|0|-1|1
262|29|0|-1|1
263|32|0|1|-1
264|31|0|-1|1
265|29|0|-1|1
266|32|0|1|-1
267|31|0|-1|1
268|29|0|-1|1
269|32|0|1|-1
270|31|0|-1|1
271|29|0|-1|1
272|32|0|1|-1
273|31|0|-1|1
274|29|0|-1|1
275|33|0|-1|1
276|31|0|-1|1
277|34|0|1|-1
278|33|0|-1|1
279|31|0|-1|1
280|34|0|1|-1
281|33|0|-1|1
282|31|0|-1|1
283|34|0|1|-1
284|33|0|-1|1
285|31|0|-1|1
286|34|0|1|-1
287|33|0|-1|1
288|31|0|-1|1
289|34|0|1|-1
290|33|0|-1|1
291|31|0|-1|1
292|35|0|-1|1
293|33|0|-1|1
294|36|0|1|-1
295|35|0|-1|1
296|33|0|-1|1
297|36|0|1|-1
298|35|0|-1|1
299|33|0|-1|1
300|36|0|1|-1
301|35|0|-1|1
302|33|0|-1|1
303|36|0|1|-1
304|35|0|-1|1
305|33|0|-1|1
306|36|0|1|-1
307|35|0|-1|1
308|33|0|-1|1
309|37|0|-1|1
310|35|0|-1|1
311|38|0|1|-1
312|37|0|-1|1
313|35|0|-1|1
314|38|0|1|-1
315|37|0|-1|1
316|35|0|-1|1
317|38|0|1|-1
318|37|0|-1|1
319|35|0|-1|1
320|38|0|1|-1
321|37|0|-1|1
322|35|0|-1|1
323|38|0|1|-1
324|37|0|-1|1
325|35|0|-1|1
326|39|0|-1|1
327|37|0|-1|1
328|40|0|1|-1
329|39|0|-1|1
330|37|0|-1|1
331|40|0|1|-1
332|39|0|-1|1
333|37|0|-1|1
334|40|0|1|-1
335|39|0|-1|1
336|37|0|-1|1
337|40|0|1|-1
338|39|0|-1|1
339|37|0|-1|1
340|40|0|1|-1
341|39|0|-1|1
342|37|0|-1|1
343|41|0|-1|1
344|39|0|-1|1
345|42|0|1|-1
346|41|0|-1|1
347|39|0|-1|1
348|42|0|1|-1
349|41|0|-1|1
350|39|0|-1|1
351|42|0|1|-1
352|41|0|-1|1
353|39|0|-1|1
354|42|0|1|-1
355|41|0|-1|1
356|39|0|-1|1
357|42|0|1|-1
358|41|0|-1|1
359|39|0|-1|1
360|43|0|-1|1
361|41|0|-1|1
362|44|0|1|-1
363|43|0|-1|1
364|41|0|-1|1
365|44|0|1|-1
366|43|0|-1|1
367|41|0|-1|1
368|44|0|1|-1
369|43|0|-1|1
370|41|0|-1|1
371|44|0|1|-1
372|43|0|-1|1
373|41|0|-1|1
374|44|0|1|-1
375|43|0|-1|1
376|41|0|-1|1
377|45|0|-1|1
378|43|0|-1|1
379|46|0|1|-1
380|45|0|-1|1
381|43|0|-1|1
382|46|0|1|-1
383|45|0|-1|1
384|43|0|-1|1
385|46|0|1|-1
386|45|0|-1|1
387|43|0|-1|1
388|46|0|1|-1
389|45|0|-1|1
390|43|0|-1|1
391|46|0|1|-1
392|45|0|-1|1
393|43|0|-1|1
394|47|0|-1|1
395|45|0|-1|1
396|48|0|1|-1
397|47|0|-1|1
398|45|0|-1|1
399|48|0|1|-1
400|47|0|-1|1
401|45|0|-1|1
402|48|0|1|-1
403|47|0|-1|1
404|45|0|-1|1
405|48|0|1|-1
406|47|0|-1|1
407|45|0|-1|1
408|48|0|1|-1
409|47|0|-1|1
410|45|0|-1|1
411|49|0|-1|1
412|47|0|-1|1
413|50|0|1|-1
414|49|0|-1|1
415|47|0|-1|1
416|50|0|1|-1
417|49|0|-1|1
418|47|0|-1|1
419|50|0|1|-1
420|49|0|-1|1
421|47|0|-1|1
422|50|0|1|-1
423|49|0|-1|1
424|47|0|-1|1
425|50|0|1|-1
426|49|0|-1|1
427|47|0|-1|1
428|51|0|-1|1
429|49|0|-1|1
430|52|0|1|-1
431|51|0|-1|1
432|49|0|-1|1
433|52|0|1|-1
434|51|0|-1|1
435|49|0|-1|1
436|52|0|1|-1
437|51|0|-1|1
438|49|0|-1|1
439|52|0|1|-1
440|51|0|-1|1
441|49|0|-1|1
442|52|0|1|-1
443|51|0|-1|1
444|49|0|-1|1
445|53|0|-1|1
446|51|0|-1|1
447|54|0|1|-1
448|53|0|-1|1
449|51|0|-1|1
450|54|0|1|-1
451|53|0|-1|1
452|51|0|-1|1
453|54|0|1|-1
454|53|0|-1|1
455|51|0|-1|1
456|54|0|1|-1
457|53|0|-1|1
458|51|0|-1|1
459|54|0|1|-1
460|53|0|-1|1
461|51|0|-1|1
462|55|0|-1|1
463|53|0|-1|1
464|56|0|1|-1
465|55|0|-1|1
466|53|0|-1|1
467|56|0|1|-1
468|55|0|-1|1
469|53|0|-1|1
470|56|0|1|-1
471|55|0|-1|1
472|53|0|-1|1
473|56|0|1|-1
474|55|0|-1|1
475|53|0|-1|1
476|56|0|1|-1
477|55|0|-1|1
478|53|0|-1|1
479|57|0|-1|1
480|55|0|-1|1
481|58|0|1|-1
482|57|0|-1|1
483|55|0|-1|1
484|58|0|1|-1
485|57|0|-1|1
486|55|0|-1|1
487|58|0|1|-1
488|57|0|-1|1
489|55|0|-1|1
